year,day_of_year,label,count
2021,277,ad,15997
2021,277,promo,464
2021,277,not_ad,5835
2021,278,ad,15152
2021,278,promo,415
2021,278,not_ad,5572
2021,279,ad,10909
2021,279,promo,299
2021,279,not_ad,4440
2021,280,ad,11860
2021,280,promo,274
2021,280,not_ad,4259
2021,281,ad,12867
2021,281,promo,323
2021,281,not_ad,4437
2021,282,ad,12753
2021,282,promo,394
2021,282,not_ad,4078
2021,283,ad,12464
2021,283,promo,378
2021,283,not_ad,4181
2021,284,ad,11988
2021,284,promo,409
2021,284,not_ad,4404
2021,285,ad,12082
2021,285,promo,350
2021,285,not_ad,4971
2021,286,ad,12211
2021,286,promo,362
2021,286,not_ad,4420
2021,287,ad,12473
2021,287,promo,345
2021,287,not_ad,5606
2021,288,ad,12689
2021,288,promo,415
2021,288,not_ad,6415
2021,289,ad,11944
2021,289,promo,431
2021,289,not_ad,4700
2021,290,ad,11824
2021,290,promo,387
2021,290,not_ad,5355
2021,291,ad,12037
2021,291,promo,300
2021,291,not_ad,6120
2021,292,ad,11611
2021,292,promo,266
2021,292,not_ad,6606
2021,293,ad,10299
2021,293,promo,273
2021,293,not_ad,4885
2021,294,ad,11800
2021,294,promo,295
2021,294,not_ad,5720
2021,295,ad,12331
2021,295,promo,348
2021,295,not_ad,5847
2021,296,ad,12374
2021,296,promo,370
2021,296,not_ad,4951
2021,297,ad,11879
2021,297,promo,258
2021,297,not_ad,5626
2021,298,ad,11760
2021,298,promo,246
2021,298,not_ad,6555
2021,299,ad,11617
2021,299,promo,329
2021,299,not_ad,6371
2021,300,ad,11752
2021,300,promo,296
2021,300,not_ad,6244
2021,301,ad,11968
2021,301,promo,266
2021,301,not_ad,5943
2021,302,ad,12422
2021,302,promo,293
2021,302,not_ad,5934
2021,303,ad,12531
2021,303,promo,342
2021,303,not_ad,4631
2021,304,ad,11826
2021,304,promo,352
2021,304,not_ad,4805
2021,305,ad,12391
2021,305,promo,298
2021,305,not_ad,5569
2021,306,ad,12467
2021,306,promo,234
2021,306,not_ad,5201
2021,307,ad,12512
2021,307,promo,222
2021,307,not_ad,5343
2021,308,ad,12535
2021,308,promo,231
2021,308,not_ad,5580
2021,309,ad,14243
2021,309,promo,252
2021,309,not_ad,5646
2021,310,ad,13201
2021,310,promo,330
2021,310,not_ad,3950
2021,311,ad,12797
2021,311,promo,309
2021,311,not_ad,4164
2021,312,ad,12683
2021,312,promo,298
2021,312,not_ad,5249
2021,313,ad,12631
2021,313,promo,282
2021,313,not_ad,5462
2021,314,ad,12746
2021,314,promo,326
2021,314,not_ad,5492
2021,315,ad,12687
2021,315,promo,324
2021,315,not_ad,5598
2021,316,ad,12778
2021,316,promo,405
2021,316,not_ad,5515
2021,317,ad,16991
2021,317,promo,811
2021,317,not_ad,5906
2021,318,ad,12351
2021,318,promo,587
2021,318,not_ad,4232
2021,319,ad,12579
2021,319,promo,420
2021,319,not_ad,5250
2021,320,ad,11631
2021,320,promo,312
2021,320,not_ad,5180
2021,321,ad,11895
2021,321,promo,268
2021,321,not_ad,5081
2021,322,ad,12573
2021,322,promo,394
2021,322,not_ad,5484
2021,323,ad,13045
2021,323,promo,326
2021,323,not_ad,5493
2021,324,ad,12390
2021,324,promo,394
2021,324,not_ad,4171
2021,325,ad,12710
2021,325,promo,467
2021,325,not_ad,4198
2021,326,ad,14512
2021,326,promo,540
2021,326,not_ad,5817
2021,327,ad,12368
2021,327,promo,417
2021,327,not_ad,5033
2021,328,ad,12645
2021,328,promo,366
2021,328,not_ad,5363
2021,329,ad,11928
2021,329,promo,326
2021,329,not_ad,5177
2021,330,ad,13115
2021,330,promo,526
2021,330,not_ad,5363
2021,331,ad,15699
2021,331,promo,970
2021,331,not_ad,4417
2021,332,ad,12782
2021,332,promo,582
2021,332,not_ad,4393
2021,333,ad,11530
2021,333,promo,386
2021,333,not_ad,5288
2021,334,ad,12616
2021,334,promo,422
2021,334,not_ad,5619
2021,335,ad,16329
2021,335,promo,484
2021,335,not_ad,6762
2021,336,ad,15949
2021,336,promo,524
2021,336,not_ad,6625
2021,337,ad,19865
2021,337,promo,846
2021,337,not_ad,8206
2021,338,ad,21015
2021,338,promo,1022
2021,338,not_ad,7714
2021,339,ad,18133
2021,339,promo,1139
2021,339,not_ad,6632
2021,340,ad,19481
2021,340,promo,1071
2021,340,not_ad,8034
2021,341,ad,19678
2021,341,promo,1062
2021,341,not_ad,8493
2021,342,ad,19807
2021,342,promo,1131
2021,342,not_ad,8101
2021,343,ad,19911
2021,343,promo,1003
2021,343,not_ad,8933
2021,344,ad,20176
2021,344,promo,812
2021,344,not_ad,8690
2021,345,ad,20070
2021,345,promo,887
2021,345,not_ad,7170
2021,346,ad,19158
2021,346,promo,884
2021,346,not_ad,7206
2021,347,ad,20821
2021,347,promo,939
2021,347,not_ad,9970
2021,348,ad,23104
2021,348,promo,1095
2021,348,not_ad,10874
2021,349,ad,23457
2021,349,promo,1161
2021,349,not_ad,10038
2021,350,ad,23400
2021,350,promo,1203
2021,350,not_ad,10994
2021,351,ad,24102
2021,351,promo,1147
2021,351,not_ad,10408
2021,352,ad,24593
2021,352,promo,1210
2021,352,not_ad,8909
2021,353,ad,22455
2021,353,promo,959
2021,353,not_ad,10100
2021,354,ad,22621
2021,354,promo,1101
2021,354,not_ad,11793
2021,355,ad,21747
2021,355,promo,1122
2021,355,not_ad,11406
2021,356,ad,22955
2021,356,promo,1017
2021,356,not_ad,11384
2021,357,ad,22153
2021,357,promo,957
2021,357,not_ad,10466
2021,358,ad,21231
2021,358,promo,975
2021,358,not_ad,9742
2021,359,ad,24456
2021,359,promo,1078
2021,359,not_ad,8829
2021,360,ad,26453
2021,360,promo,1352
2021,360,not_ad,8702
2021,361,ad,22798
2021,361,promo,1874
2021,361,not_ad,16018
2021,362,ad,22571
2021,362,promo,1517
2021,362,not_ad,13860
2021,363,ad,20414
2021,363,promo,1281
2021,363,not_ad,12279
2021,364,ad,21411
2021,364,promo,1443
2021,364,not_ad,12200
2021,365,ad,20159
2021,365,promo,1156
2021,365,not_ad,13914
2022,1,ad,20768
2022,1,promo,1372
2022,1,not_ad,15023
2022,2,ad,20491
2022,2,promo,1455
2022,2,not_ad,16726
2022,3,ad,21791
2022,3,promo,1077
2022,3,not_ad,16253
2022,4,ad,23187
2022,4,promo,821
2022,4,not_ad,19281
2022,5,ad,23696
2022,5,promo,742
2022,5,not_ad,16820
2022,6,ad,23964
2022,6,promo,869
2022,6,not_ad,18446
2022,7,ad,24391
2022,7,promo,835
2022,7,not_ad,17535
2022,8,ad,23746
2022,8,promo,838
2022,8,not_ad,14957
2022,9,ad,24180
2022,9,promo,976
2022,9,not_ad,15988
2022,10,ad,24351
2022,10,promo,791
2022,10,not_ad,17263
2022,11,ad,25728
2022,11,promo,859
2022,11,not_ad,18440
2022,12,ad,23999
2022,12,promo,723
2022,12,not_ad,18470
2022,13,ad,23487
2022,13,promo,778
2022,13,not_ad,18129
2022,14,ad,20790
2022,14,promo,834
2022,14,not_ad,16176
2022,15,ad,21302
2022,15,promo,1119
2022,15,not_ad,15330
2022,16,ad,20701
2022,16,promo,1126
2022,16,not_ad,14448
2022,17,ad,21980
2022,17,promo,1294
2022,17,not_ad,18791
2022,18,ad,23213
2022,18,promo,1371
2022,18,not_ad,18989
2022,19,ad,26039
2022,19,promo,1605
2022,19,not_ad,21680
2022,20,ad,26177
2022,20,promo,1622
2022,20,not_ad,21495
2022,21,ad,25164
2022,21,promo,1175
2022,21,not_ad,22785
2022,22,ad,26501
2022,22,promo,1151
2022,22,not_ad,20940
2022,23,ad,25995
2022,23,promo,1036
2022,23,not_ad,19327
2022,24,ad,25554
2022,24,promo,856
2022,24,not_ad,23316
2022,25,ad,27070
2022,25,promo,912
2022,25,not_ad,24453
2022,26,ad,25492
2022,26,promo,905
2022,26,not_ad,23193
2022,27,ad,25481
2022,27,promo,989
2022,27,not_ad,23780
2022,28,ad,23197
2022,28,promo,864
2022,28,not_ad,19168
2022,29,ad,20566
2022,29,promo,853
2022,29,not_ad,15225
2022,30,ad,21623
2022,30,promo,1052
2022,30,not_ad,14787
2022,31,ad,20471
2022,31,promo,1051
2022,31,not_ad,17735
2022,32,ad,21575
2022,32,promo,1052
2022,32,not_ad,19650
2022,33,ad,21200
2022,33,promo,999
2022,33,not_ad,18445
2022,34,ad,21573
2022,34,promo,939
2022,34,not_ad,18889
2022,35,ad,22845
2022,35,promo,1102
2022,35,not_ad,18392
2022,36,ad,23266
2022,36,promo,1497
2022,36,not_ad,16969
2022,37,ad,21856
2022,37,promo,1322
2022,37,not_ad,14921
2022,38,ad,20592
2022,38,promo,1263
2022,38,not_ad,15867
2022,39,ad,21738
2022,39,promo,1312
2022,39,not_ad,17084
2022,40,ad,23581
2022,40,promo,1149
2022,40,not_ad,18521
2022,41,ad,20548
2022,41,promo,860
2022,41,not_ad,16234
2022,42,ad,24905
2022,42,promo,1245
2022,42,not_ad,18989
2022,43,ad,26018
2022,43,promo,1160
2022,43,not_ad,17925
2022,44,ad,25333
2022,44,promo,913
2022,44,not_ad,17864
2022,45,ad,23278
2022,45,promo,693
2022,45,not_ad,19631
2022,46,ad,26029
2022,46,promo,861
2022,46,not_ad,20341
2022,47,ad,22922
2022,47,promo,987
2022,47,not_ad,19092
2022,48,ad,24860
2022,48,promo,1456
2022,48,not_ad,17854
2022,49,ad,28684
2022,49,promo,1692
2022,49,not_ad,20759
2022,50,ad,26706
2022,50,promo,1627
2022,50,not_ad,17557
2022,51,ad,25655
2022,51,promo,1307
2022,51,not_ad,15896
2022,52,ad,26348
2022,52,promo,869
2022,52,not_ad,17320
2022,53,ad,27252
2022,53,promo,988
2022,53,not_ad,19749
2022,54,ad,25702
2022,54,promo,838
2022,54,not_ad,17534
2022,55,ad,25744
2022,55,promo,561
2022,55,not_ad,17570
2022,56,ad,25801
2022,56,promo,382
2022,56,not_ad,16724
2022,57,ad,11474
2022,57,promo,161
2022,57,not_ad,4154
